index,Address,latitude,longitude,geometry
1013,"808 E 14th Ave, Vancouver, BC",49.2576457,-123.0869284,POINT (-123.0869284 49.2576457)
1014,"3682 E 27th Ave, Vancouver, BC",49.2459463,-123.0246142,POINT (-123.0246142 49.2459463)
1015,"2496 E 27th Ave, Vancouver, BC",49.2460356,-123.0544508,POINT (-123.0544508 49.2460356)
1016,"33 E 56th Ave, Vancouver, BC",49.2196169,-123.1054135,POINT (-123.1054135 49.2196169)
1017,"1208 E 51st Ave, Vancouver, BC",49.223215,-123.0811686,POINT (-123.0811686 49.223215)
1018,"320 E 34th Ave, Vancouver, BC",49.2394156,-123.099016,POINT (-123.099016 49.2394156)
1019,"353 E 11th Ave, Vancouver, BC",49.2610988,-123.0971011,POINT (-123.0971011 49.2610988)
1020,"658 E 54th Ave, Vancouver, BC",49.2206195,-123.0917904,POINT (-123.0917904 49.2206195)
1021,"1618 E 33rd Ave, Vancouver, BC",49.2399046,-123.0724433,POINT (-123.0724433 49.2399046)
1022,"3206 E 54th Ave, Vancouver, BC",49.2201173,-123.0381327,POINT (-123.0381327 49.2201173)
1023,"2240 E 40th Ave, Vancouver, BC",49.2336178,-123.0608816,POINT (-123.0608816 49.2336178)
1024,"3016 E 8th Ave, Vancouver, BC",49.2626857,-123.0410843,POINT (-123.0410843 49.2626857)
1025,"1958 E 52nd Ave, Vancouver, BC",49.2223966,-123.0672744,POINT (-123.0672744 49.2223966)
1026,"315 E 17th Ave, Vancouver, BC",49.2559085,-123.0976689,POINT (-123.0976689 49.2559085)
1027,"2870 E 22nd Ave, Vancouver, BC",49.2503345,-123.0453055,POINT (-123.0453055 49.2503345)
1028,"558 E 27th Ave, Vancouver, BC",49.2463378,-123.0928155,POINT (-123.0928155 49.2463378)
1029,"3224 E 27th Ave, Vancouver, BC",49.2460179,-123.0360495,POINT (-123.0360495 49.2460179)
1030,"622 E 11th Ave, Vancouver, BC",49.2603714,-123.0904662,POINT (-123.0904662 49.2603714)
1031,"2583 E 22nd Ave, Vancouver, BC",49.250945,-123.0528069,POINT (-123.0528069 49.250945)
1032,"2156 E Pender St, Vancouver, BC",49.2800229,-123.0604416,POINT (-123.0604416 49.2800229)
1033,"870 E 33rd Ave, Vancouver, BC",49.2400281,-123.0863177,POINT (-123.0863177 49.2400281)
1034,"2112 E 50th Ave, Vancouver, BC",49.2237627,-123.0638526,POINT (-123.0638526 49.2237627)
1035,"2925 E 28th Ave, Vancouver, BC",49.2456737,-123.0435285,POINT (-123.0435285 49.2456737)
1036,"2832 E 41st Ave, Vancouver, BC",49.2325873,-123.0475609,POINT (-123.0475609 49.2325873)
1037,"1531 E 14th Ave, Vancouver, BC",49.2580341,-123.072989,POINT (-123.072989 49.2580341)
1038,"453 E 57th Ave, Vancouver, BC",49.2186045,-123.0962399,POINT (-123.0962399 49.2186045)
1039,"417 E 30th Ave, Vancouver, BC",49.2437473,-123.0963009,POINT (-123.0963009 49.2437473)
1040,"1150 E 29th Ave, Vancouver, BC",49.2444693,-123.0809991,POINT (-123.0809991 49.2444693)
1041,"957 E 24th Ave, Vancouver, BC",49.249374,-123.0844949,POINT (-123.0844949 49.249374)
1042,"996 E 20th Ave, Vancouver, BC",49.2524682,-123.0839983,POINT (-123.0839983 49.2524682)
1043,"2644 E 7th Ave, Vancouver, BC",49.2636147,-123.0509991,POINT (-123.0509991 49.2636147)
1044,"670 E 30th Ave, Vancouver, BC",49.2432753,-123.0911535,POINT (-123.0911535 49.2432753)
1045,"2942 E Georgia St, Vancouver, BC",49.2780303,-123.0425651,POINT (-123.0425651 49.2780303)
1046,"750 E 37th Ave, Vancouver, BC",49.2363204,-123.089118,POINT (-123.089118 49.2363204)
1047,"2987 E 1st Ave, Vancouver, BC",49.2697809,-123.0419644,POINT (-123.0419644 49.2697809)
1048,"1962 E 61st Ave, Vancouver, BC",49.214278,-123.0668676,POINT (-123.0668676 49.214278)
1049,"1320 E 57th Ave, Vancouver, BC",49.2178985,-123.079444,POINT (-123.079444 49.2178985)
1050,"3006 E 3rd Ave, Vancouver, BC",49.2673118,-123.0412701,POINT (-123.0412701 49.2673118)
1051,"2695 E 53rd Ave, Vancouver, BC",49.221353,-123.052791,POINT (-123.052791 49.221353)
1052,"1252 E 23rd Ave, Vancouver, BC",49.2496693,-123.078763,POINT (-123.078763 49.2496693)
1053,"2248 E 38th Ave, Vancouver, BC",49.2356258,-123.060521,POINT (-123.060521 49.2356258)
1054,"2615 E 8th Ave, Vancouver, BC",49.2632231,-123.0518345,POINT (-123.0518345 49.2632231)
1055,"65 E 33rd Ave, Vancouver, BC",49.2407852,-123.1037226,POINT (-123.1037226 49.2407852)
1056,"2692 E Georgia St, Vancouver, BC",49.2780375,-123.0497383,POINT (-123.0497383 49.2780375)
1057,"2273 E 39th Ave, Vancouver, BC",49.2351796,-123.0596843,POINT (-123.0596843 49.2351796)
1058,"UNIT 1416 -- 1418 E 10th Ave, Vancouver, BC",49.261374,-123.075203,POINT (-123.075203 49.261374)
1059,"401 E King Edward Ave, Vancouver, BC",49.248907,-123.0965686,POINT (-123.0965686 49.248907)
1060,"340 E 34th Ave, Vancouver, BC",49.239403,-123.09855,POINT (-123.09855 49.239403)
1061,"2564 E 7th Ave, Vancouver, BC",49.2636132,-123.0532523,POINT (-123.0532523 49.2636132)
1062,"848 E 11th Ave, Vancouver, BC",49.2603422,-123.0860447,POINT (-123.0860447 49.2603422)
1063,"249 E Woodstock Ave, Vancouver, BC",49.2338521,-123.1001463,POINT (-123.1001463 49.2338521)
1064,"3080 E 17th Ave, Vancouver, BC",49.2545465,-123.0395842,POINT (-123.0395842 49.2545465)
1065,"1630 E Georgia St, Vancouver, BC",49.2784595,-123.071761,POINT (-123.071761 49.2784595)
1066,"2090 E 23rd Ave, Vancouver, BC",49.2491123,-123.0628942,POINT (-123.0628942 49.2491123)
1067,"2594 E 5th Ave, Vancouver, BC",49.265427,-123.0523814,POINT (-123.0523814 49.265427)
1068,"1870 E 33rd Ave, Vancouver, BC",49.2398402,-123.0674218,POINT (-123.0674218 49.2398402)
1069,"1245 E King Edward Ave, Vancouver, BC",49.2486835,-123.0789486,POINT (-123.0789486 49.2486835)
1070,"3276 E 7th Ave, Vancouver, BC",49.2635665,-123.0347771,POINT (-123.0347771 49.2635665)
1071,"1492 E 37th Ave, Vancouver, BC",49.2365912,-123.0744921,POINT (-123.0744921 49.2365912)
1072,"155 E 48th Ave, Vancouver, BC",49.2269454,-123.1025818,POINT (-123.1025818 49.2269454)
1073,"3596 E 27th Ave, Vancouver, BC",49.2459501,-123.0263856,POINT (-123.0263856 49.2459501)
1074,"2670 E 25th Ave, Vancouver, BC",49.2477119,-123.0508561,POINT (-123.0508561 49.2477119)
1075,"3185 E 29th Ave, Vancouver, BC",49.2448034,-123.0370883,POINT (-123.0370883 49.2448034)
1076,"2522 E 4th Ave, Vancouver, BC",49.2664191,-123.054077,POINT (-123.054077 49.2664191)
1077,"2633 E 43rd Ave, Vancouver, BC",49.2308361,-123.0522057,POINT (-123.0522057 49.2308361)
1078,"135 E 17th Ave, Vancouver, BC",49.2558549,-123.1027132,POINT (-123.1027132 49.2558549)
1079,"129 E 1st Ave, Vancouver, BC",49.2701826,-123.1019708,POINT (-123.1019708 49.2701826)
1080,"1214 E Georgia St, Vancouver, BC",49.2783242,-123.0788269,POINT (-123.0788269 49.2783242)
1081,"2889 E 41st Ave, Vancouver, BC",49.2330039,-123.0462313,POINT (-123.0462313 49.2330039)
1082,"320 E 60th Ave, Vancouver, BC",49.2155569,-123.0994771,POINT (-123.0994771 49.2155569)
1083,"1572 E 11th Ave, Vancouver, BC",49.2602142,-123.0719997,POINT (-123.0719997 49.2602142)
1084,"3257 E 23rd Ave, Vancouver, BC",49.249919,-123.0350861,POINT (-123.0350861 49.249919)
1085,"944 E 33rd Ave, Vancouver, BC",49.2400165,-123.08522,POINT (-123.08522 49.2400165)
1086,"1463 E 58th Ave, Vancouver, BC",49.2175055,-123.0762435,POINT (-123.0762435 49.2175055)
1087,"2962 E 2nd Ave, Vancouver, BC",49.2682309,-123.0422694,POINT (-123.0422694 49.2682309)
1088,"3565 E 28th Ave, Vancouver, BC",49.2455966,-123.0269575,POINT (-123.0269575 49.2455966)
1089,"1791 E 64th Ave, Vancouver, BC",49.2121936,-123.0693871,POINT (-123.0693871 49.2121936)
1090,"3172 E 2nd Ave, Vancouver, BC",49.2682184,-123.0372139,POINT (-123.0372139 49.2682184)
1091,"336 E 23rd Ave, Vancouver, BC",49.2499664,-123.0977796,POINT (-123.0977796 49.2499664)
1092,"605 E 46th Ave, Vancouver, BC",49.2285632,-123.0924048,POINT (-123.0924048 49.2285632)
1093,"3005 E 4th Ave, Vancouver, BC",49.2669247,-123.041281,POINT (-123.041281 49.2669247)
1094,"406 E 49th Ave, Vancouver, BC",49.2252898,-123.0972905,POINT (-123.0972905 49.2252898)
1095,"1229 E 17th Ave, Vancouver, BC",49.255612,-123.0790069,POINT (-123.0790069 49.255612)
1096,"1627 E 12th Ave, Vancouver, BC",49.2598318,-123.0711859,POINT (-123.0711859 49.2598318)
1097,"2220 E 53rd Ave, Vancouver, BC",49.2209554,-123.0616556,POINT (-123.0616556 49.2209554)
1098,"3373 E 2nd Ave, Vancouver, BC",49.2687297,-123.0318914,POINT (-123.0318914 49.2687297)
1099,"1236 E 19th Ave, Vancouver, BC",49.2532898,-123.0790707,POINT (-123.0790707 49.2532898)
1100,"455 E 60th Ave, Vancouver, BC",49.2159841,-123.0956077,POINT (-123.0956077 49.2159841)
1101,"656 E 13th Ave, Vancouver, BC",49.2585612,-123.0898105,POINT (-123.0898105 49.2585612)
1102,"2050 E 39th Ave, Vancouver, BC",49.2346321,-123.064387,POINT (-123.064387 49.2346321)
1103,"2707E Guelph St, Vancouver, BC",49.2605912,-123.0950193,POINT (-123.0950193 49.2605912)
1104,"765 E 27th Ave, Vancouver, BC",49.2468552,-123.088622,POINT (-123.088622 49.2468552)
1105,"780 E 32nd Ave, Vancouver, BC",49.2414524,-123.0883567,POINT (-123.0883567 49.2414524)
1106,"1162 E 54th Ave, Vancouver, BC",49.2202531,-123.0822332,POINT (-123.0822332 49.2202531)
1107,"2349 E Georgia St, Vancouver, BC",49.2785218,-123.0572523,POINT (-123.0572523 49.2785218)
1108,"420 E 58th Ave, Vancouver, BC",49.2170369,-123.0969006,POINT (-123.0969006 49.2170369)
1109,"459 E 50th Ave, Vancouver, BC",49.2248525,-123.0954373,POINT (-123.0954373 49.2248525)
1110,"278 E 2nd Ave, Vancouver, BC",49.2679129,-123.098615,POINT (-123.098615 49.2679129)
1111,"549 E 52nd Ave, Vancouver, BC",49.2229668,-123.093318,POINT (-123.093318 49.2229668)
1112,"3022 E 1st Ave, Vancouver, BC",49.2691487,-123.0409193,POINT (-123.0409193 49.2691487)
1113,"1775 E 47th Ave, Vancouver, BC",49.2280156,-123.0691845,POINT (-123.0691845 49.2280156)
1114,"304 E 37th Ave, Vancouver, BC",49.2369419,-123.0991432,POINT (-123.0991432 49.2369419)
1115,"2633 E 4th Ave, Vancouver, BC",49.2669358,-123.0512276,POINT (-123.0512276 49.2669358)
1116,"615 E 49th Ave, Vancouver, BC",49.2257871,-123.0923453,POINT (-123.0923453 49.2257871)
1117,"2816 E 4th Ave, Vancouver, BC",49.2664193,-123.0465067,POINT (-123.0465067 49.2664193)
1118,"2110 E 3rd Ave, Vancouver, BC",49.2675153,-123.0615778,POINT (-123.0615778 49.2675153)
1119,"856 E 14th Ave, Vancouver, BC",49.2576374,-123.0859536,POINT (-123.0859536 49.2576374)
1120,"2349 E 49th Ave, Vancouver, BC",49.2252092,-123.0580919,POINT (-123.0580919 49.2252092)
1121,"529 E 11th Ave, Vancouver, BC",49.2609062,-123.0922598,POINT (-123.0922598 49.2609062)
1122,"35 E 48th Ave, Vancouver, BC",49.2269844,-123.1050365,POINT (-123.1050365 49.2269844)
1123,"3210 E 20th Ave, Vancouver, BC",49.2520844,-123.0361976,POINT (-123.0361976 49.2520844)
1124,"903 E Broadway, Vancouver, BC",49.262512,-123.0849362,POINT (-123.0849362 49.262512)
1125,"435 E 38th Ave, Vancouver, BC",49.2364817,-123.0957669,POINT (-123.0957669 49.2364817)
1126,"568 E 59th Ave, Vancouver, BC",49.2163347,-123.093239,POINT (-123.093239 49.2163347)
1127,"2275 E 54th Ave, Vancouver, BC",49.2205216,-123.060283,POINT (-123.060283 49.2205216)
1128,"108 E 56th Ave, Vancouver, BC",49.2190958,-123.1037853,POINT (-123.1037853 49.2190958)
1129,"372 E 49th Ave, Vancouver, BC",49.2253134,-123.0981676,POINT (-123.0981676 49.2253134)
1130,"2178 E 49th Ave, Vancouver, BC",49.2248247,-123.063154,POINT (-123.063154 49.2248247)
1131,"2548 E 49th Ave, Vancouver, BC",49.2245659,-123.0556481,POINT (-123.0556481 49.2245659)
1132,"812 E 51st Ave, Vancouver, BC",49.2232782,-123.0878355,POINT (-123.0878355 49.2232782)
1133,"3020 E 15th Ave, Vancouver, BC",49.2561607,-123.0409647,POINT (-123.0409647 49.2561607)
1134,"3458 E 50th Ave, Vancouver, BC",49.2232232,-123.0306688,POINT (-123.0306688 49.2232232)
1135,"3059 E 3rd Ave, Vancouver, BC",49.2678343,-123.0399589,POINT (-123.0399589 49.2678343)
1136,"2876 E Broadway, Vancouver, BC",49.2616609,-123.0454358,POINT (-123.0454358 49.2616609)
1137,"2848 E Broadway, Vancouver, BC",49.261658,-123.0459855,POINT (-123.0459855 49.261658)
1138,"2882 E Broadway, Vancouver, BC",49.2616572,-123.0452987,POINT (-123.0452987 49.2616572)
1139,"2862 E Broadway, Vancouver, BC",49.2616595,-123.0457107,POINT (-123.0457107 49.2616595)
1140,"1967 E Broadway, Vancouver, BC",49.2625799,-123.064583,POINT (-123.064583 49.2625799)
1141,"1621 E 11th Ave, Vancouver, BC",49.2607434,-123.071252,POINT (-123.071252 49.2607434)
1142,"787 Durward Ave, Vancouver, BC",49.2410904,-123.088297,POINT (-123.088297 49.2410904)
1143,"4786 Drummond Dr, Vancouver, BC",49.2731273,-123.2200344,POINT (-123.2200344 49.2731273)
1144,"4768 Drummond Dr, Vancouver, BC",49.27309,-123.2189374,POINT (-123.2189374 49.27309)
1145,"4177 Doncaster Way, Vancouver, BC",49.2493916,-123.2000879,POINT (-123.2000879 49.2493916)
1146,"4485 Dinmont Ave, Vancouver, BC",49.2452701,-123.111078,POINT (-123.111078 49.2452701)
1147,"3225 Dieppe Dr, Vancouver, BC",49.2554147,-123.0256279,POINT (-123.0256279 49.2554147)
1148,"3456 Dartmoor Pl, Vancouver, BC",49.2103955,-123.0289349,POINT (-123.0289349 49.2103955)
1149,"4158 Crown Cres, Vancouver, BC",49.264286,-123.1985708,POINT (-123.1985708 49.264286)
1150,"3472 Copeland Ave, Vancouver, BC",49.2153778,-123.0290754,POINT (-123.0290754 49.2153778)
1151,"3372 Cobblestone Ave, Vancouver, BC",49.2076118,-123.0338015,POINT (-123.0338015 49.2076118)
1152,"3282 Clive Ave, Vancouver, BC",49.2389465,-123.0357184,POINT (-123.0357184 49.2389465)
1153,"3298 Clermont Mews, Vancouver, BC",49.2184117,-123.0369367,POINT (-123.0369367 49.2184117)
1154,"8011 Champlain Cres, Vancouver, BC",49.2125684,-123.029766,POINT (-123.029766 49.2125684)
1155,"8005 Champlain Cres, Vancouver, BC",49.2126251,-123.0297647,POINT (-123.0297647 49.2126251)
1156,"3188 Celtic Ave, Vancouver, BC",49.2169736,-123.1758992,POINT (-123.1758992 49.2169736)
1157,"3425 Celtic Ave, Vancouver, BC",49.2190836,-123.1825095,POINT (-123.1825095 49.2190836)
1158,"7207 Celista Dr, Vancouver, BC",49.2188222,-123.0267255,POINT (-123.0267255 49.2188222)
1159,"7317 Celista Dr, Vancouver, BC",49.2181617,-123.026942,POINT (-123.026942 49.2181617)
1160,"7355 Celista Dr, Vancouver, BC",49.2180402,-123.0268769,POINT (-123.0268769 49.2180402)
1161,"1478 Cedar Cottage Mews, Vancouver, BC",49.2489202,-123.074892,POINT (-123.074892 49.2489202)
1162,"3637 Cedar Cres, Vancouver, BC",49.2531666,-123.1512683,POINT (-123.1512683 49.2531666)
1163,"2276 Burquitlam Dr, Vancouver, BC",49.2093855,-123.0605487,POINT (-123.0605487 49.2093855)
1164,"4015 Boundary Rd, Vancouver, BC",49.2487541,-123.024187,POINT (-123.024187 49.2487541)
1165,"3681 Borham Cres, Vancouver, BC",49.2149994,-123.0241678,POINT (-123.0241678 49.2149994)
1166,"2205 Bonaccord Dr, Vancouver, BC",49.2107973,-123.0617768,POINT (-123.0617768 49.2107973)
1167,"4511 Beverly Cres, Vancouver, BC",49.2452193,-123.1423084,POINT (-123.1423084 49.2452193)
1168,"4451 Belmont Ave, Vancouver, BC",49.273967,-123.2072057,POINT (-123.2072057 49.273967)
1169,"4838 Belmont Ave, Vancouver, BC",49.274895,-123.2211788,POINT (-123.2211788 49.274895)
1170,"3129 Beagle Crt, Vancouver, BC",49.217567,-123.0392242,POINT (-123.0392242 49.217567)
1171,"403 Beach Cres, Vancouver, BC",49.2716771,-123.1269186,POINT (-123.1269186 49.2716771)
1172,"Vancouver, BC",49.2611112,-123.1138889,POINT (-123.1138889 49.2611112)
1173,"3248 Austrey Ave, Vancouver, BC",49.2384506,-123.0370133,POINT (-123.0370133 49.2384506)
1174,"1504 Atlas Lane, Vancouver, BC",49.2207808,-123.1404572,POINT (-123.1404572 49.2207808)
1175,"3549 Anzio Dr, Vancouver, BC",49.2514479,-123.0284506,POINT (-123.0284506 49.2514479)
1176,"4430 Angus Dr, Vancouver, BC",49.2463157,-123.1452757,POINT (-123.1452757 49.2463157)
1177,"5795 Angus Dr, Vancouver, BC",49.2336196,-123.1481707,POINT (-123.1481707 49.2336196)
1178,"5630 Angus Dr, Vancouver, BC",49.2352392,-123.1470827,POINT (-123.1470827 49.2352392)
1179,"4788 Angus Dr, Vancouver, BC",49.2429677,-123.1450423,POINT (-123.1450423 49.2429677)
1180,"8530 Angler's Pl, Vancouver, BC",49.2089466,-123.1501933,POINT (-123.1501933 49.2089466)
1181,"8535 Angler's Pl, Vancouver, BC",49.2091035,-123.1503346,POINT (-123.1503346 49.2091035)
1182,"8590 Angler's Pl, Vancouver, BC",49.2086621,-123.1506772,POINT (-123.1506772 49.2086621)
1183,"3456 Amberly Pl, Vancouver, BC",49.2076422,-123.0314105,POINT (-123.0314105 49.2076422)
1184,"3436 Amberly Pl, Vancouver, BC",49.2075885,-123.0316224,POINT (-123.0316224 49.2075885)
1185,"3412 Amberly Pl, Vancouver, BC",49.2076118,-123.0318662,POINT (-123.0318662 49.2076118)
1186,"3437 Amberly Pl, Vancouver, BC",49.2076885,-123.0320511,POINT (-123.0320511 49.2076885)
1187,"2782 Alamein Ave, Vancouver, BC",49.2500266,-123.1673368,POINT (-123.1673368 49.2500266)
1188,"B Drake St, Vancouver, BC",49.2753003,-123.1265433,POINT (-123.1265433 49.2753003)
1189,"UNIT 1504 -- 1380 Hornby St, Vancouver, BC",49.2763221,-123.1307866,POINT (-123.1307866 49.2763221)
1190,"UNIT 1201 -- 1380 Hornby St, Vancouver, BC",49.2763221,-123.1307866,POINT (-123.1307866 49.2763221)
1191,"Beatty St, Vancouver, BC",49.2778576,-123.1135538,POINT (-123.1135538 49.2778576)
1192,"UNIT 207 -- 8989 Hudson St, Vancouver, BC",49.203559,-123.1352124,POINT (-123.1352124 49.203559)
1193,"UNIT 201 -- 8989 Hudson St, Vancouver, BC",49.203559,-123.1352124,POINT (-123.1352124 49.203559)
1194,"UNIT 303 -- 8988 Hudson St, Vancouver, BC",49.2035507,-123.1342251,POINT (-123.1342251 49.2035507)
1195,"UNIT 113 -- 8988 Hudson St, Vancouver, BC",49.2035507,-123.1342251,POINT (-123.1342251 49.2035507)
1196,"UNIT 123 -- 8988 Hudson St, Vancouver, BC",49.2035507,-123.1342251,POINT (-123.1342251 49.2035507)
1197,"UNIT 318 -- 8988 Hudson St, Vancouver, BC",49.2035507,-123.1342251,POINT (-123.1342251 49.2035507)
1198,"UNIT 116 -- 8988 Hudson St, Vancouver, BC",49.2035507,-123.1342251,POINT (-123.1342251 49.2035507)
1199,"UNIT 406 -- 8915 Hudson St, Vancouver, BC",49.2038568,-123.1352352,POINT (-123.1352352 49.2038568)
1200,"UNIT 507 -- 8888 Osler St, Vancouver, BC",49.2045011,-123.1317093,POINT (-123.1317093 49.2045011)
1201,"UNIT 308 -- 8888 Osler St, Vancouver, BC",49.2045011,-123.1317093,POINT (-123.1317093 49.2045011)
1202,"UNIT 607 -- 8888 Osler St, Vancouver, BC",49.2045011,-123.1317093,POINT (-123.1317093 49.2045011)
1203,"UNIT 101 -- 8775 Cartier St, Vancouver, BC",49.2059824,-123.1382736,POINT (-123.1382736 49.2059824)
1204,"UNIT 401 -- 8775 Cartier St, Vancouver, BC",49.2059824,-123.1382736,POINT (-123.1382736 49.2059824)
1205,"UNIT 305 -- 8770 Laurel St, Vancouver, BC",49.2067742,-123.1260544,POINT (-123.1260544 49.2067742)
1206,"UNIT 303 -- 8728 SW Marine Dr, Vancouver, BC",49.2064824,-123.1418376,POINT (-123.1418376 49.2064824)
1207,"UNIT 306 -- 8728 SW Marine Dr, Vancouver, BC",49.2064824,-123.1418376,POINT (-123.1418376 49.2064824)
1208,"UNIT 303 -- 8645 Osler St, Vancouver, BC",49.2075777,-123.1322066,POINT (-123.1322066 49.2075777)
1209,"UNIT 101 -- 8645 Osler St, Vancouver, BC",49.2075777,-123.1322066,POINT (-123.1322066 49.2075777)
1210,"UNIT 202 -- 8645 Osler St, Vancouver, BC",49.2075777,-123.1322066,POINT (-123.1322066 49.2075777)
1211,"UNIT 101 -- 8622 Selkirk St, Vancouver, BC",49.208146,-123.1329125,POINT (-123.1329125 49.208146)
1212,"UNIT 101 -- 8622 Selkirk St, Vancouver, BC",49.208146,-123.1329125,POINT (-123.1329125 49.208146)
1213,"UNIT 106 -- 8622 Selkirk St, Vancouver, BC",49.208146,-123.1329125,POINT (-123.1329125 49.208146)
1214,"UNIT 107 -- 8622 Selkirk St, Vancouver, BC",49.208146,-123.1329125,POINT (-123.1329125 49.208146)
1215,"UNIT 102 -- 8622 Selkirk St, Vancouver, BC",49.208146,-123.1329125,POINT (-123.1329125 49.208146)
1216,"UNIT 1001 -- 8588 Cornish St, Vancouver, BC",49.2093868,-123.1416452,POINT (-123.1416452 49.2093868)
1217,"UNIT 1206 -- 8588 Cornish St, Vancouver, BC",49.2093868,-123.1416452,POINT (-123.1416452 49.2093868)
1218,"UNIT 809 -- 8588 Cornish St, Vancouver, BC",49.2093868,-123.1416452,POINT (-123.1416452 49.2093868)
1219,"8586 Osler St, Vancouver, BC",49.2087481,-123.1315565,POINT (-123.1315565 49.2087481)
1220,"UNIT 512 -- 8580 River District Crossing, Vancouver, BC",49.2054044,-123.030669,POINT (-123.030669 49.2054044)
1221,"8575 Cornish St, Vancouver, BC",49.2089248,-123.1425655,POINT (-123.1425655 49.2089248)
1222,"UNIT 1806 -- 8555 Granville St, Vancouver, BC",49.2092691,-123.1412819,POINT (-123.1412819 49.2092691)
1223,"UNIT 1105 -- 8555 Granville St, Vancouver, BC",49.2092691,-123.1412819,POINT (-123.1412819 49.2092691)
1224,"UNIT 2203 -- 8538 River District Crossing, Vancouver, BC",49.206069,-123.0302697,POINT (-123.0302697 49.206069)
1225,"UNIT 1705 -- 8538 River District Crossing, Vancouver, BC",49.206069,-123.0302697,POINT (-123.0302697 49.206069)
1226,"UNIT 706 -- 8538 River District Crossing, Vancouver, BC",49.206069,-123.0302697,POINT (-123.0302697 49.206069)
1227,"UNIT 903 -- 8538 River District Crossing, Vancouver, BC",49.206069,-123.0302697,POINT (-123.0302697 49.206069)
1228,"UNIT 1801 -- 8538 River District Crossing, Vancouver, BC",49.206069,-123.0302697,POINT (-123.0302697 49.206069)
1229,"UNIT 1609 -- 8538 River District Crossing, Vancouver, BC",49.206069,-123.0302697,POINT (-123.0302697 49.206069)
1230,"UNIT 810 -- 8538 River District Crossing, Vancouver, BC",49.206069,-123.0302697,POINT (-123.0302697 49.206069)
1231,"UNIT 1501 -- 8538 River District Crossing, Vancouver, BC",49.206069,-123.0302697,POINT (-123.0302697 49.206069)
1232,"UNIT 708 -- 8538 River District Crossing, Vancouver, BC",49.206069,-123.0302697,POINT (-123.0302697 49.206069)
1233,"8507 Jellicoe St, Vancouver, BC",49.2061532,-123.0477501,POINT (-123.0477501 49.2061532)
1234,"UNIT 208 -- 8495 Jellicoe St, Vancouver, BC",49.2067479,-123.0480919,POINT (-123.0480919 49.2067479)
1235,"UNIT 107 -- 8495 Jellicoe St, Vancouver, BC",49.2067479,-123.0480919,POINT (-123.0480919 49.2067479)
1236,"8490 Kerr St, Vancouver, BC",49.206867,-123.0422027,POINT (-123.0422027 49.206867)
1237,"UNIT 805 -- 8488 Cornish St, Vancouver, BC",49.2088901,-123.1419364,POINT (-123.1419364 49.2088901)
1238,"UNIT 903 -- 8488 Cornish St, Vancouver, BC",49.2088901,-123.1419364,POINT (-123.1419364 49.2088901)
1239,"UNIT 707 -- 8488 Cornish St, Vancouver, BC",49.2088901,-123.1419364,POINT (-123.1419364 49.2088901)
1240,"UNIT 918 -- 8488 Cornish St, Vancouver, BC",49.2088901,-123.1419364,POINT (-123.1419364 49.2088901)
1241,"UNIT 703 -- 8488 Cornish St, Vancouver, BC",49.2088901,-123.1419364,POINT (-123.1419364 49.2088901)
1242,"UNIT 212 -- 8460 Jellicoe St, Vancouver, BC",49.2068053,-123.0476422,POINT (-123.0476422 49.2068053)
1243,"UNIT 404 -- 8450 Jellicoe St, Vancouver, BC",49.2068825,-123.0476424,POINT (-123.0476424 49.2068825)
1244,"UNIT 101 -- 8430 Jellicoe St, Vancouver, BC",49.207037,-123.0476429,POINT (-123.0476429 49.207037)
1245,"UNIT 205 -- 8420 Jellicoe St, Vancouver, BC",49.2071142,-123.0476431,POINT (-123.0476431 49.2071142)
1246,"8415 Keystone St, Vancouver, BC",49.2079408,-123.0340542,POINT (-123.0340542 49.2079408)
1247,"8402 Cornerstone St, Vancouver, BC",49.2079979,-123.0333561,POINT (-123.0333561 49.2079979)
1248,"UNIT 1201 -- 8238 Lord St, Vancouver, BC",49.2099985,-123.1184922,POINT (-123.1184922 49.2099985)
1249,"UNIT 407 -- 8238 Lord St, Vancouver, BC",49.2099985,-123.1184922,POINT (-123.1184922 49.2099985)
1250,"UNIT 906 -- 8238 Lord St, Vancouver, BC",49.2099985,-123.1184922,POINT (-123.1184922 49.2099985)
1251,"8236 Osler St, Vancouver, BC",49.2112427,-123.1311433,POINT (-123.1311433 49.2112427)
1252,"8191 Hudson St, Vancouver, BC",49.2115619,-123.1346776,POINT (-123.1346776 49.2115619)
1253,"UNIT 3006 -- 8189 Cambie St, Vancouver, BC",49.2101265,-123.118341,POINT (-123.118341 49.2101265)
1254,"UNIT 704 -- 8189 Cambie St, Vancouver, BC",49.2101265,-123.118341,POINT (-123.118341 49.2101265)
1255,"UNIT 1903 -- 8189 Cambie St, Vancouver, BC",49.2101265,-123.118341,POINT (-123.118341 49.2101265)
1256,"UNIT 809 -- 8189 Cambie St, Vancouver, BC",49.2101265,-123.118341,POINT (-123.118341 49.2101265)
1257,"UNIT 2606 -- 8189 Cambie St, Vancouver, BC",49.2101265,-123.118341,POINT (-123.118341 49.2101265)
1258,"UNIT 2003 -- 8189 Cambie St, Vancouver, BC",49.2101265,-123.118341,POINT (-123.118341 49.2101265)
1259,"UNIT 407 -- 8189 Cambie St, Vancouver, BC",49.2101265,-123.118341,POINT (-123.118341 49.2101265)
1260,"UNIT 401 -- 8189 Cambie St, Vancouver, BC",49.2101265,-123.118341,POINT (-123.118341 49.2101265)
